Issue_ID,Date,Role_Type,Location_Block,Location_Room,Equipment,User_Complaint_Text,Actual_Diagnosed_Problem,Fix_Action_Taken,Time_Taken_Hours,Cost_INR,Parts_Replaced,Urgency_Level,Status
LPU-MAINT-2023-0075,2023-10-25,Warden,BH-4,Mess Dining Hall,CCTV System (Hikvision DS-2CD),Mess CCTV camera showing purple hue over entire video image,IR-cut filter switcher stuck in night position across camera image sensor,Replaced motorized IR-cut filter assembly and re-focused 2.8mm lens,2.0,1500,Motorized IR-Cut Filter,Low,Resolved
LPU-MAINT-2023-0076,2023-10-30,Faculty,Block-32,Faculty Entry Gate,Biometric Scanner (Mantra MFS100),"Biometric device rejecting faculty thumb impressions, says capture timeout",Scratched prism optical coating and loose internal flat flexible cable (FFC),Replaced optical prism cover and re-clamped 8-pin FFC data cable,1.0,450,Prism Cover & Ribbon Cable,Medium,Resolved
LPU-MAINT-2023-0077,2023-11-05,Warden,BH-5,Cycle Stand Shed,CCTV System (Hikvision DS-2CD),"Cycle stand camera infrared night vision not working, complete darkness in night feed",IR LED array circuit board burnt due to continuous 12V voltage ripple,"Replaced 850nm infrared illuminator LED board, cleaned camera dome lens glass",2.0,1450,Hikvision IR LED Board,Medium,Resolved
LPU-MAINT-2023-0078,2023-11-08,Student,BH-2,Lift-1 (Central Wing),Otis Elevator (Gen2),"Lift car leveling 2 inches below floor on 3rd floor, door took 10 seconds to open",Door drive controller (AT120) drive belt slack and slipping under door header friction,"Replaced door drive timing belt, cleaned header track rollers, tuned opening speed curve",3.0,4800,Otis AT120 Door Belt & Rollers,High,Resolved
LPU-MAINT-2023-0079,2023-11-12,Faculty,Block-33,Corridor Entry-33,Biometric Scanner (Suprema BioEntry W2),Biometric punch machine rebooting in loop whenever someone places finger on glass,Short circuit on internal optical sensor heater circuit board pulling down 12V rail,Replaced optical prism heater module and updated device controller kernel,2.0,1650,Sensor Heater Module,High,Resolved
LPU-MAINT-2023-0080,2023-11-15,Warden,GH-1,Lift-1 (Main Lobby),KONE Elevator (Model MonoSpace 500),Elevator taking very long to respond to landing call button on 3rd floor,Landing call station bus communication error on LOP interface transceiver IC,"Replaced landing call station PCB module on 3rd floor, tested landing call response",2.0,4200,KONE LOP Landing Interface Board,Medium,Resolved
LPU-MAINT-2023-0081,2023-11-18,Student,BH-5,D-308,Geyser (Bajaj 15L),"Geyser MCB trips immediately when turned on, sparks observed near wall plug",Short circuit inside molded 16A top plug caused by charred loose neutral pin,Replaced 16A 3-pin plug top and heavy-duty 1.5 sq mm 3-core heat resistant power cord,1.0,450,16A Plug Top & 3-Core Cable,High,Resolved
LPU-MAINT-2023-0082,2023-11-22,Student,BH-4,D-405,Geyser (Bajaj 15L),"Geyser auto-cut is not working, boiling water and loud hissing sound from geyser tank",Carbonized thermostat contact points stuck in closed position; pressure relief valve partially weeping,"Replaced thermostat assembly, descaled heating element pocket, and tested pressure relief valve",2.5,1450,Thermostat Assembly & Valve Gasket,Critical,Resolved
LPU-MAINT-2023-0083,2023-11-28,Student,Block-34,Lift-1 (Main),KONE Elevator (Model MonoSpace 500),Lift doors closing and immediately reopening 3 times before finally moving,"Door protective optical light curtain lower emitter diode degraded, low optical power",Replaced lower transmitter optical column assembly and recalibrated door closing profile,3.0,6200,Optical Curtain Column,High,Resolved
LPU-MAINT-2023-0084,2023-12-05,Faculty,Uni-Hospital,Minor OT-1,UPS System (APC Smart-UPS 3000VA),Operation theater surgical light UPS giving site wiring fault indication on rear panel,Ground-to-neutral voltage excessive (12.4V) caused by loose hospital sub-distribution neutral link,"Tightened sub-distribution neutral busbar lugs, verified ground-to-neutral voltage below 1.5V",2.0,1800,None,Critical,Resolved
LPU-MAINT-2023-0085,2023-12-08,Student,GH-3,C-310,Geyser (Bajaj 15L),"No hot water coming, geyser tripping the miniature circuit breaker","Heating element insulation failed, resistance to earth 0.2 megaohm (below 10 MOhm limit)",Replaced 2kW heating element and rubber sealing flange,2.0,1350,Bajaj 2000W Heating Element,High,Resolved
LPU-MAINT-2023-0086,2023-12-10,Student,BH-1,B-210,Geyser (Bajaj 15L),Geyser pilot lamp glows but no warm water even after 40 minutes in winter morning,Nickel-chrome resistance heating wire ruptured inside copper tube sheath,Replaced 2000W heating coil element and silicone sealing ring,2.0,1350,Bajaj 2kW Heating Element,High,Resolved
LPU-MAINT-2023-0087,2023-12-15,Student,BH-3,B-108,Geyser (Bajaj 15L),"Geyser power indicator not turning on at all, no hot water",Mains thermal fuse blown due to excessive water temperature spike,Replaced 96C one-shot thermal fuse and re-seated stem thermostat probe,1.5,650,Thermal Safety Fuse,High,Resolved
LPU-MAINT-2023-0088,2023-12-19,Warden,BH-4,A-201,Geyser (Racold 25L),Geyser keeps tripping room MCB whenever temperature reaches maximum,Internal short circuit between thermostat terminal pin and earthed mounting flange under thermal expansion,Replaced 25L geyser thermostat and insulated terminal wiring with high-temp fiberglass sleeving,2.0,950,Stem Thermostat 25L,High,Resolved
LPU-MAINT-2024-0001,2024-01-11,Student,BH-4,B-105,Geyser (Bajaj 15L),"Hot water not coming, geyser power light is on but heating indicator remains off",Open-circuit failure in bimetal sensing disc of main thermostat switch,Replaced plug-in stem thermostat and verified heating cycle cutoff at 60C,1.5,800,Bajaj Plug-in Thermostat,High,Resolved
LPU-MAINT-2024-0002,2024-01-24,Faculty,Block-32,Room-32-201,Projector (Epson EB-X51),"Lamp warning light flashing red, projector not striking lamp on startup",Lamp ballast board electronic igniter failure preventing high-voltage arc ignition,Replaced lamp ballast power supply board and re-seated lamp terminal connectors,3.5,8200,Lamp Ballast Board,High,Resolved
LPU-MAINT-2024-0003,2024-02-05,Student,BH-5,E-102,Geyser (Racold 25L),"Water temperature is dangerously hot, thermostat not cutting off automatically","Thermostat capillary tube kinked during previous cleaning, preventing temperature regulation","Replaced capillary thermostat unit, tested automatic shutoff at 65C",2.0,950,Racold Capillary Thermostat,Critical,Resolved
LPU-MAINT-2024-0004,2024-02-15,Faculty,Block-26,Faculty Lounge-26,Split AC (Daikin 1.5T),AC indoor unit blowing foul damp odor and room temperature air only,Evaporator cooling coil blocked with mold spores; run capacitor weak at 28uF,"Chemically sanitized cooling coil, replaced 45uF motor capacitor, verified 16C airflow",2.0,1750,45uF Motor Run Capacitor,Medium,Resolved
LPU-MAINT-2024-0005,2024-02-18,Warden,Uni-Hospital,Power House-1,Generator (Kirloskar 125kVA),"DG set starter motor cranking very sluggishly, takes three attempts to fire up",Starter motor solenoid pinion gear teeth chipped and armature carbon brushes worn down to minimum limit,"Overhauled starter motor, installed new starter bendix drive and heavy-duty carbon brush set",6.0,14200,Starter Motor Bendix & Brush Assembly,Critical,Resolved
LPU-MAINT-2024-0006,2024-02-20,Warden,GH-2,Lift-1 (Main Wing),KONE Elevator (Model MonoSpace 500),"Lift stuck on 2nd floor with doors open, door close button not responding at all",Complete failure of KONE FCBO door sensor power supply module causing fail-safe hold open condition,Replaced door sensor DC power supply regulator module and verified cycle test for 30 cycles,4.5,6800,Door Sensor Power Supply Module,High,Resolved
LPU-MAINT-2024-0007,2024-03-12,Faculty,Block-34,Room-34-101,Split AC (Daikin 1.5T),AC remote not responding and indoor unit error LED blinking U4 continuously,Corrosion on indoor-outdoor communication terminal strip disrupting serial communication,"Cleaned communication terminals, replaced 4-core interconnecting signal cable",3.0,1950,4-Core Shielded Signal Cable,High,Resolved
LPU-MAINT-2024-0008,2024-03-16,Faculty,Block-32,Room-32-405,Split AC (Voltas 1.5T),Faculty room AC throwing warm air and outdoor unit making rhythmic clanking sound,"Outdoor condenser fan blade cracked at hub, causing eccentric imbalance and tripping OLP",Replaced 3-blade outdoor fan impeller and inspected fan motor drive shaft,2.0,1950,Outdoor Condenser Fan Blade,High,Resolved
LPU-MAINT-2024-0009,2024-03-18,Warden,BH-5,Mess-2,Water Cooler (Blue Star),Tap of water cooler is broken and dripping clean water continuously onto floor,Internal brass push-type spring faucet plunger worn and rubber washer torn,Replaced heavy-duty brass push-type tap and food-grade silicone seating washer,1.0,550,Brass Push Tap 1/2 inch,Low,Resolved
LPU-MAINT-2024-0010,2024-03-28,Faculty,Block-34,Room-34-305,Projector (Epson EB-X51),Projector lamp turned off with loud pop sound during machine learning lecture,UHP lamp bulb exploded due to clogged cooling intake filter and thermal stress,"Removed shattered glass fragments, cleaned optical chamber, installed new lamp module",2.0,5800,Epson ELPLP97 Lamp Assembly,High,Resolved
LPU-MAINT-2024-0011,2024-04-05,Lab_Technician,Block-25,Lab-25-302,Lab Power Distribution Unit,"Voltage between neutral and ground in computer lab measuring 14.8V, causing monitor flickers",Loose neutral terminal lug on 3-phase main distribution busbar inside lab sub-panel,"Torqued all busbar terminal bolts to 18 Nm, tested neutral-to-ground potential (0.8V)",2.0,1400,Heavy Duty Copper Lugs,High,Resolved
LPU-MAINT-2024-0012,2024-04-10,Student,BH-5,1st Floor Wing-A,RO Water Purifier (Kent Grand),"Purifier not turning on at all, no LED indication on front panel",Blown 24V DC 2.5A switched-mode power supply (SMPS) adapter from grid power surge,Replaced 24V DC SMPS adapter and installed surge protective plug adapter,1.0,1100,24V 2.5A SMPS Power Supply,Medium,Resolved
LPU-MAINT-2024-0013,2024-04-12,Faculty,Block-32,Auditorium-32,Projector (BenQ MX550),Auditorium projector lamp completely dead before guest lecture session,High-intensity discharge lamp electrode degradation and cracked quartz envelope,"Replaced projector lamp housing, cleaned dichroic mirrors, and verified 3500 ANSI lumen output",2.0,6800,BenQ High-Intensity Lamp Unit,Critical,Resolved
LPU-MAINT-2024-0014,2024-04-14,Faculty,Block-38,Room-38-204,Projector (BenQ MX550),Projector showing lamp error indicator and refusing to power up,"Lamp ballast igniter capacitor shorted, preventing high voltage spark generation",Replaced projector lamp ballast board and inspected optical lamp burner unit,3.0,7200,BenQ Lamp Ballast Board,High,Resolved
LPU-MAINT-2024-0015,2024-04-18,Lab_Technician,Block-33,Server Rack-33,Network Switch (Cisco Catalyst 2960),"Uplink port Gi0/2 link down, all faculty workstations in Block-33 disconnected",Corroded RJ45 connector contacts on CAT6 patch panel connecting to backbone trunk,"Re-terminated CAT6 patch cable with gold-plated RJ45 modular jack, verified Gigabit link",1.5,950,CAT6 Gold-Plated Keystone Jack,Critical,Resolved
LPU-MAINT-2024-0016,2024-04-26,Student,BH-1,D-201,Split AC (Blue Star 1.5T),AC compressor running continuously but room is not getting cool at all,Liquid line 1/4 inch flare joint loose due to pipe vibration and thermal cycling,"Tightened flare joint with torque wrench, leak tested with soap bubble solution, charged 600g R32",3.0,3200,R32 Refrigerant Gas (600g),High,Resolved
LPU-MAINT-2024-0017,2024-05-08,Warden,BH-5,2nd Floor Wing-B,Water Cooler (Voltas Minimagic),Water cooler tripping the main MCB as soon as compressor tries to start,Grounded compressor motor winding causing dead short to earth,"Replaced compressor motor assembly, rewired earthing lead, and tested insulation resistance",6.5,4100,Reciprocating Compressor Unit,Critical,Resolved
LPU-MAINT-2024-0018,2024-05-10,Student,GH-2,2nd Floor Wing-B,Water Cooler (Blue Star),"Water cooler push tap broken by someone, water spilling on floor",Brass tap spring mechanism sheared inside valve chamber,Replaced with heavy-duty chrome plated brass push button tap,1.0,550,Chrome Push Button Tap,Low,Resolved
LPU-MAINT-2024-0019,2024-05-12,Student,BH-5,4th Floor Wing-D,Water Cooler (Voltas Minimagic),Water cooler outer metal body giving mild electric shock when touching the tap,"Earth continuity wire broken inside 3-pin plug top, static leakage accumulating on body","Restored 14 AWG green grounding wire, tested body-to-ground resistance (0.3 ohms)",1.0,350,16A Heavy Duty Plug Top,Critical,Resolved
LPU-MAINT-2024-0020,2024-05-14,Student,GH-3,C-306,Split AC (Daikin 1.5T),AC display showing error code U4 and unit does not start,Communication line terminal loose on outdoor terminal strip,"Re-tightened terminal screws, tested serial signal continuity",1.5,650,None,High,Resolved
LPU-MAINT-2024-0021,2024-05-15,Student,BH-1,2nd Floor Wing-B,Water Cooler (Blue Star),"Water cooler compressor running continuously without stopping, cooling coil frozen into ice block","Thermostat temperature sensing bellows lost internal gas charge, contacts permanently closed",Replaced mechanical thermostat regulator and defrosted cooling tank with warm water,2.5,1750,Ranco Thermostat Controller,High,Resolved
LPU-MAINT-2024-0022,2024-05-16,Student,BH-4,D-410,Split AC (Voltas 1.5T),"AC cooling is zero, only fan is running on low speed",Burnt out dual run capacitor (50+4 uF) on outdoor unit,Replaced dual run capacitor and cleaned outdoor heat exchanger coil,2.0,1800,50+4 uF Dual Capacitor,High,Resolved
LPU-MAINT-2024-0023,2024-05-18,Lab_Technician,Block-38,Server Room-1,Split AC (Daikin 1.5T),"Daikin AC in server room showing E3 error, outdoor fan stopped spinning",Outdoor brushless DC (BLDC) fan motor driver IC burnt on outdoor inverter PCB due to thermal stress,Replaced outdoor inverter PCB board and replaced outdoor condenser BLDC fan motor,4.5,7600,Outdoor Inverter PCB & BLDC Fan Motor,Critical,Resolved
LPU-MAINT-2024-0024,2024-05-22,Student,BH-5,B-204,Split AC (Voltas 1.5T),"AC not cooling at all, outdoor compressor making buzz sound and cutting off immediately",Compressor start relay contacts burnt and run capacitor weakened to 22uF,"Replaced dual capacitor and potential relay, cleaned outdoor air intake",2.5,2400,Dual Run Capacitor & Start Relay,High,Resolved
LPU-MAINT-2024-0025,2024-05-24,Lab_Technician,Block-26,Lab-26-301,UPS System (APC Smart-UPS 3000VA),"Lab server UPS making continuous beeping sound, battery fault red LED on",Battery bank internal impedance exceeded operating limit (cell voltage 10.4V under load),"Installed new replacement battery pack (4x 12V 9Ah VRLA batteries), calibrated run time",2.0,7800,12V 9Ah VRLA Battery Set (x4),Critical,Resolved
LPU-MAINT-2024-0026,2024-05-28,Student,BH-3,2nd Floor Wing-A,Water Cooler (Blue Star),"Water cooler not dispensing water, taps are dry",Float valve inside chilled water storage tank stuck in closed position,Replaced brass float ball valve and adjusted water inlet cutoff level,1.0,650,Brass Float Valve 1/2 inch,High,Resolved
LPU-MAINT-2024-0027,2024-05-30,Lab_Technician,Uni-Hospital,Pathology Lab,UPS System (APC Smart-UPS 3000VA),"UPS shut down without warning during centrifugation process, lab machines went dark",Inverter stage power MOSFETs blown due to high inductive back-EMF from centrifuge motor startup,Replaced damaged power MOSFET bank (IRFP460x4) and snubber diode network on inverter stage,4.0,8900,Power MOSFET Bank & Snubber Diodes,High,Resolved
LPU-MAINT-2024-0028,2024-05-30,Student,GH-4,C-312,Split AC (Daikin 1.5T),"AC cooling is very poor, air from indoor unit barely cold",Refrigerant leak from service valve port core pin,"Replaced Schrader valve core, evacuated line, recharged 600g R32 gas",3.0,3100,Schrader Valve & R32 Refrigerant,High,Resolved
LPU-MAINT-2024-0029,2024-06-03,Student,BH-2,A-108,Split AC (Voltas 1.5T),Indoor blower squeaking continuously and speed dropping on its own,Fan motor internal hall-effect speed sensor failing intermittently due to motor overheating,Replaced indoor blower motor unit and re-seated wiring harness connector to main PCB,2.5,2600,Indoor Fan Motor Assembly,High,Resolved
LPU-MAINT-2024-0030,2024-06-08,Student,BH-3,C-309,Split AC (Blue Star 1.5T),"AC is not cooling, outside fan is running but compressor silent",Compressor start capacitor ruptured with electrolyte leakage,"Replaced 45uF capacitor, checked supply voltage and compressor winding ohms",2.0,1650,45uF Motor Capacitor,High,Resolved
LPU-MAINT-2024-0031,2024-06-12,Student,GH-2,C-302,Split AC (Blue Star 1.5T),"Water leaking continuously from AC inside the room, dripping on laptop",Algae slime blockage inside internal condensate tray drain siphon,Cleared drain line with pressurized nitrogen and treated with biocide tablets,1.5,850,Biocide Drain Tablets,High,Resolved
LPU-MAINT-2024-0032,2024-06-14,Student,GH-4,2nd Floor Wing-B,Water Cooler (Blue Star),Water cooler dispensing tap leaking water on floor continuously,Silicone sealing plunger worn down inside tap body,Replaced heavy-duty brass push button tap assembly,1.0,550,Brass Push Button Tap,Low,Resolved
LPU-MAINT-2024-0033,2024-06-15,Student,BH-5,3rd Floor Wing-C,Water Cooler (Blue Star),"Cooler compressor is shutting down within 5 minutes, water barely normal temperature",Thermostat sensor bulb dislodged from cooling tank wall causing erratic temperature cutoff,Repositioned thermostat sensing bulb with conductive paste and calibrated cutoff range to 8-12C,1.5,750,None,Medium,Resolved
LPU-MAINT-2024-0034,2024-06-18,Student,BH-5,C-208,Split AC (Daikin 1.5T),"AC cooling very slow, takes 3 hours to drop 1 degree in afternoon heat",Low refrigerant gas level (suction pressure 85 PSI instead of 125 PSI) due to flare leak,"Tightened flare nut on liquid line, nitrogen leak test passed, recharged 450g R32 gas",3.0,2900,R32 Refrigerant Gas (450g),High,Resolved
LPU-MAINT-2024-0035,2024-06-20,Student,GH-3,2nd Floor Wing-B,Water Cooler (Blue Star),"Push tap on water cooler is jammed, cannot press down to take water",Plunger rod bent inside tap bonnet assembly from excessive user force,Replaced chrome brass push tap and adjusted spring tension,1.0,600,Brass Push Tap,Medium,Resolved
LPU-MAINT-2024-0036,2024-06-22,Lab_Technician,Block-38,Server Room-1,Split AC (Daikin 1.5T),"High temperature warning in Block-38 server room, AC discharge air is warm",Outdoor condenser fan capacitor degraded causing reduced air flow over condenser coils,"Replaced outdoor fan motor capacitor, flushed coil with pressure washer, checked discharge pressure",2.0,1450,Fan Motor Capacitor 3.5uF,High,Resolved
LPU-MAINT-2024-0037,2024-06-25,Warden,BH-4,3rd Floor Wing-C,RO Water Purifier (Kent Grand),"RO unit auto-cutoff not working, pure water continuously overflowing storage tank",Mechanical float microswitch stuck in closed position due to mineral encrustation,Replaced tank float microswitch and tested automatic tank level cutoff,1.5,950,Tank Float Microswitch,High,Resolved
LPU-MAINT-2024-0038,2024-07-11,Student,GH-1,C-312,Split AC (Blue Star 1.5T),"AC pouring water inside room again during heavy humidity, carpet is completely wet",External drain outlet pipe clogged with dust mud nest built by hornets outside window,"Cleared wasp nest from outer drain pipe, fitted protective wire mesh cap, flushed indoor tray",1.5,750,Drain Outlet Mesh Cap,High,Resolved
LPU-MAINT-2024-0039,2024-07-22,Warden,Uni-Hospital,Power House-1,Generator (Kirloskar 125kVA),Diesel leakage observed pooling beneath DG set acoustic enclosure floor,Braided steel diesel fuel return leak-off line cracked near banjo fitting,"Replaced high-pressure fuel leak-off pipe assembly with copper washers, tested under full engine load",2.5,7800,Braided Fuel Return Hose & Banjo Washers,High,Resolved
LPU-MAINT-2024-0040,2024-08-01,Student,BH-1,D-201,Split AC (Blue Star 1.5T),"AC indoor display showing F0 error code, cooling stopped completely",Low refrigerant pressure switch tripped due to persistent hairline crack at indoor evaporator U-bend,"Brazed copper U-bend with 5% silver rod, pressure tested with dry nitrogen, vacuumed and refilled gas",5.0,4200,Silver Brazing Rod & R32 Refrigerant,High,Resolved
LPU-MAINT-2024-0041,2024-08-14,Warden,BH-5,Wing-C Corridor,CCTV System (Hikvision DS-2CD),Corridor CCTV camera image is extremely blurry and showing fog inside dome cover,"Silica gel moisture absorber saturated, condensation trapped on inside of dome cover","Cleaned interior dome optic, replaced silica desiccant packet, checked O-ring seal",1.0,400,Desiccant Pack & O-ring Seal,Low,Resolved
LPU-MAINT-2024-0042,2024-08-16,Faculty,Block-34,Room-34-101,Split AC (Daikin 1.5T),AC in 34-101 turning on but shuts off automatically within 3 minutes with error C9,Moisture shorting the surface-mount resistor network on indoor temperature sensing circuit,Replaced indoor control PCB assembly and programmed model configuration jumpers,3.5,4800,Indoor Main Control PCB,High,Resolved
LPU-MAINT-2024-0043,2024-09-04,Faculty,Block-32,Room-32-305,Projector (Epson EB-X51),Classroom projector showing replace lamp notification and flickering continuously,Lamp timer logged 3050 hours with arc flicker caused by electrode pit corrosion,Maintenance complaint logged in portal; technician inspection scheduled,0.5,0,Epson UHP Lamp Module,Medium,Pending
LPU-MAINT-2024-0044,2024-09-12,Faculty,Uni-Hospital,ICU-Ward-2,UPS System (APC Smart-UPS 3000VA),"ICU backup UPS showing battery replacement needed icon, audible alert every 5 hours",Battery bank internal resistance increased past threshold after 2.5 years of continuous float service,Maintenance complaint logged in portal; technician inspection scheduled,0.5,0,APC RBC Battery Cartridge,Critical,Pending
LPU-MAINT-2024-0045,2024-09-18,Student,BH-3,Lift-1 (Main),KONE Elevator (Model MonoSpace 500),Floor indicator display inside lift showing gibberish symbols instead of floor number,Dot-matrix position indicator LED display PCB driver IC failed,Maintenance complaint logged in portal; technician inspection scheduled,0.5,0,KONE COP Display Board,Medium,Pending
LPU-MAINT-2024-0046,2024-09-26,Lab_Technician,Block-32,Lab-32-302,UPS System (APC Smart-UPS 3000VA),"UPS inverter fan screaming at max RPM, smelling like burning varnish",DC bus filter choke inductor coil overheating due to cracked core ferrite,Maintenance complaint logged in portal; technician inspection scheduled,0.5,0,Filter Inductor & Cooling Fans,High,Pending
LPU-MAINT-2024-0047,2024-10-08,Warden,BH-5,Turnstile Gate-1,Biometric Scanner (Suprema BioEntry W2),"Turnstile scanner buzzer beeping constantly, tamper alarm triggered falsely",Optical tamper switch plunger spring dislocated following door slamming vibration,Maintenance complaint logged in portal; technician inspection scheduled,0.5,0,None,Medium,Pending
LPU-MAINT-2024-0048,2024-10-14,Warden,GH-3,Main Gate Reception,CCTV System (Hikvision DS-2CD),Reception CCTV camera showing vertical colored lines across video screen,Image sensor processing chip (DSP) degraded by continuous heat dissipation,Maintenance complaint logged in portal; technician inspection scheduled,0.5,0,Hikvision Camera Sensor Board,Medium,Pending
LPU-MAINT-2024-0049,2024-10-16,Student,GH-2,Lift-2 (North Wing),KONE Elevator (Model MonoSpace 500),Lift door closing very aggressively without detecting hand bag in doorway,"Misaligned optical curtain brackets following building vibration, creating 150mm blind zone at waist level",Maintenance complaint logged in portal; technician inspection scheduled,0.5,0,Sensor Mounting Bracket Kit,Critical,Pending
LPU-MAINT-2024-0050,2024-10-20,Faculty,Block-32,Lift-1 (CSE Wing),KONE Elevator (Model MonoSpace 500),"Elevator stopped on ground floor, doors won't open even after pressing door open button",Door drive motor belt snapped due to age-related embrittlement,Unit dismantled for diagnostic overhaul; KONE Door Drive Timing Belt ordered from OEM service center,2.5,4400,KONE Door Drive Timing Belt,Critical,In_Progress
LPU-MAINT-2024-0051,2024-10-22,Warden,GH-1,Main Entry Gate,CCTV System (Hikvision DS-2CD),Gate camera stream dropping every few minutes in warden's office computer,Loose BNC/RJ45 connection in wall socket due to corridor foot traffic,Unit dismantled for diagnostic overhaul; CAT6 Wall Keystone Jack ordered from OEM service center,1.0,500,CAT6 Wall Keystone Jack,Medium,In_Progress
LPU-MAINT-2024-0052,2024-10-30,Lab_Technician,Uni-Hospital,Staff Punch Entry,Biometric Scanner (Suprema BioEntry W2),Hospital staff attendance machine fingerprint reader glass cracked and not reading fingers,Cracked optical prism block caused by physical impact during equipment trolley movement,Unit dismantled for diagnostic overhaul; Suprema Optical Prism Module ordered from OEM service center,2.0,1950,Suprema Optical Prism Module,High,In_Progress
LPU-MAINT-2024-0053,2024-11-02,Warden,BH-3,Main Gate Entrance,CCTV System (Hikvision DS-2CD),Main gate camera feed completely offline in security monitoring room,Lightning surge damaged PoE splitter adapter powering the outdoor camera,Unit dismantled for diagnostic overhaul; PoE Splitter & Surge Protector ordered from OEM service center,2.0,1600,PoE Splitter & Surge Protector,Critical,In_Progress
LPU-MAINT-2024-0054,2024-11-04,Warden,Uni-Hospital,DG Yard,Generator (Cummins 82.5kVA),Lube oil pressure gauge indicating low pressure (1.8 bar) at rated speed during weekly test run,Lube oil filter element saturated and engine oil viscosity degraded from excessive idling hours,Unit dismantled for diagnostic overhaul; 15W40 Engine Lube Oil & Lube Filter ordered from OEM service center,3.5,13800,15W40 Engine Lube Oil & Lube Filter,High,In_Progress
LPU-MAINT-2024-0055,2024-11-08,Student,GH-1,D-402,Geyser (Racold 25L),Geyser making clicking sound every 30 seconds and water is only mildly warm,Stem thermostat bimetallic contact worn out and arcing under load,Unit dismantled for diagnostic overhaul; Racold Stem Thermostat ordered from OEM service center,1.5,950,Racold Stem Thermostat,High,In_Progress
LPU-MAINT-2024-0056,2024-11-10,Student,BH-3,D-402,Geyser (Racold 25L),Water leaking from bottom of geyser onto the floor,Tank inner weld seam micro-crack developed due to hard water corrosion,Unit under warranty replacement review; plumbing bypassed temporarily,1.0,0,None,High,In_Progress
LPU-MAINT-2024-0057,2024-11-12,Student,BH-1,C-305,Geyser (Racold 25L),Geyser power tripping the bathroom circuit breaker after 10 minutes,Moisture entering thermostat terminal cavity causing leakage current to ground,Drying thermostat cavity and resealing with silicone; testing under observation,1.5,600,None,High,In_Progress
LPU-MAINT-2024-0058,2024-11-14,Warden,BH-4,Main Gate,Biometric Scanner (Suprema BioEntry W2),"Fingerprint sensor glass scratched deeply, taking 4 to 5 attempts to read",Optical surface abrasion preventing clear minutiae extraction,Replacement optical sensor module requested from central stores,1.0,1750,BioEntry W2 Sensor Module,High,In_Progress
LPU-MAINT-2024-0059,2024-11-15,Warden,BH-5,Mess Gate Entrance,Biometric Scanner (Mantra MFS100),Fingerprint sensor glass cracked by student dropping heavy steel plate on it,Cracked optical scanner prism glass causing total internal reflection failure,Work in progress; replacement scanner module requisitioned from IT department,1.5,1800,Mantra Optical Prism Assembly,High,In_Progress
LPU-MAINT-2024-0060,2024-11-15,Warden,Block-33,Ground Floor Lobby,CCTV System (Hikvision DS-2CD),Lobby CCTV camera feed displaying purple and green horizontal distortion bands,Defective image sensor flex cable connection to main DSP processor board,Technician troubleshooting camera assembly; replacement cable requested,1.0,800,None,Low,In_Progress
LPU-MAINT-2024-0061,2024-11-16,Student,GH-3,D-404,Geyser (Racold 25L),Water leaking from bottom of geyser casing onto bathroom floor,Pressure relief valve leaking water through discharge spout due to defective spring,Unit dismantled for diagnostic overhaul; Safety Pressure Relief Valve ordered from OEM service center,1.5,850,Safety Pressure Relief Valve,Medium,In_Progress
LPU-MAINT-2024-0062,2024-11-18,Faculty,Block-25,Room-25-104,"Smartboard (Promethean ActivPanel 75"")","Smartboard display completely blank, status LED flashing purple code",Main scalar processing board failed to initialize video input processing engine,Scalar mainboard ordered under OEM warranty service; repair ongoing,2.0,8500,Promethean Main Scalar Board,High,In_Progress
LPU-MAINT-2024-0063,2024-11-19,Warden,BH-1,Mess-1 Entrance,Biometric Scanner (Suprema BioEntry W2),"Biometric device showing network offline icon, student punch logs not syncing",Faulty Ethernet switch port in hostel distribution rack dropping network packets,IT networking team dispatched to re-patch drop cable and inspect switch port,1.0,0,None,High,Pending
LPU-MAINT-2024-0064,2024-11-20,Student,BH-5,Lift-2 (West Wing),KONE Elevator (Model MonoSpace 500),Lift button for 3rd floor is stuck inside and not glowing when pressed,Floor push button microswitch contact stuck due to mechanical impact; faceplate loose,Technician on site; replacement button assembly ordered and being fitted,1.5,2400,KONE COP Push Button Module,Medium,In_Progress
LPU-MAINT-2024-0065,2024-11-20,Student,GH-2,B-305,Geyser (Racold 25L),Geyser takes over 1 hour to heat water in freezing winter morning,Heavy magnesium scaling encrusted over heating element sheath,Descaling underway; technician flushing tank with descaling agent,1.5,850,Descaling Chemical & Gasket,Medium,In_Progress
LPU-MAINT-2024-0066,2024-11-20,Lab_Technician,Block-34,Lab-34-105,Lab Power Distribution Unit,"Sub-panel busbar temperature measuring 82C on thermal scan, burning smell",Loose bolt on main 100A phase copper link causing high resistance contact heating,Technician on site; tightening copper busbar connections and replacing thermal insulators,2.0,1800,Copper Busbar Insulators,Critical,In_Progress
LPU-MAINT-2024-0067,2024-11-22,Student,BH-5,A-203,Split AC (Blue Star 1.5T),"AC remote sensor not working, cannot turn off or change temperature with remote",IR receiver sensor board on indoor front display panel defective due to corrosion,Part requisition placed; technician inspecting display wiring harness,1.0,1100,Blue Star Display PCB,Medium,In_Progress
